,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00
Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7
Solomon Islands,0,0,0,0,18,0,0,0,0,22,0,0,0,0,34,0,0,0,0,39,0,0,0,0,46,0,0,0,0,59,0,0,0,0,65,0,0,0,0,79,0,0,0,0,90,0,0,0,0,101,0,0,0,0,113,0,0,0,0,124,0,0,0,0,133,0,0,0,0,142,0,0,0,0,146,0,0,0,0,158,0,0,0,0,171,0,0,0,0,185,0,0,0,0,199,0,0,0,0,209,0,0,0,0,219,0,0,0,0,230,0,0,0,0,245,0,0,0,0,269,0,0,0,0,289,0,0,0,0,296,0,0,0,0,308,0,0,0,0,329,0,0,0,0,346,0,0,0,0,365,0,0,0,0,386,0,0,0,0,408,0,0,0,0,424,0,0,0,0,434,0,0,0,0,450
Sierra Leone,0,0,0,0,32,0,0,0,0,74,0,0,0,0,117,0,0,0,0,161,0,0,0,0,230,0,0,0,0,331,0,0,0,0,400,0,0,0,0,440,0,0,0,0,529,0,0,0,0,606,0,0,0,0,673,0,0,0,0,757,0,0,0,0,836,0,0,0,0,896,0,0,0,0,955,0,0,0,0,1012,0,0,0,0,1114,0,0,0,0,1222,0,0,0,0,1311,0,0,0,0,1402,0,0,0,0,1493,0,0,0,0,1564,0,0,0,0,1641,1,0,0,1,1781,2,0,0,2,1887,2,0,0,2,1996,2,0,0,2,2099,4,0,0,4,2201,6,0,0,6,2305,6,0,0,6,2427,6,0,0,6,2611,7,0,0,7,2768,7,0,0,7,2898,8,0,0,8,3001,8,0,0,8,3159
El Salvador,0,0,0,0,3039,0,0,0,0,5221,0,0,0,0,8027,0,0,0,0,14018,0,0,0,0,18304,0,0,0,0,22322,0,0,0,0,28090,0,0,0,0,34766,0,0,0,0,40951,0,0,0,0,46874,0,0,0,0,52561,1,0,0,1,60809,1,0,0,1,65403,3,0,0,3,72201,3,0,0,3,77480,3,0,0,3,82046,5,0,0,5,88657,9,0,0,9,95784,13,0,0,13,103344,13,0,0,13,108471,19,0,0,19,115746,24,0,0,24,123161,30,0,0,30,130906,32,1,0,31,136734,32,1,0,31,143945,41,2,0,39,150056,46,2,0,44,157246,56,3,2,51,165184,62,3,2,57,170727,69,4,5,60,177907,78,4,5,69,183688,93,5,9,79,189863,103,6,14,83,196168,117,6,15,96,202473,118,6,19,93,208860
San Marino,36,1,0,35,105,36,1,0,35,140,51,2,0,49,200,62,2,0,60,243,69,3,0,66,280,80,5,0,75,318,80,5,4,71,355,101,5,4,92,409,109,7,4,98,444,109,7,4,98,473,119,11,4,104,503,119,11,4,104,530,144,14,4,126,556,144,20,4,120,591,160,20,4,136,622,187,20,4,163,648,187,21,4,162,668,208,21,4,183,689,208,21,4,183,703,223,21,4,198,722,224,22,6,196,738,224,22,6,196,763,230,25,13,192,803,236,26,13,197,830,236,26,13,197,848,245,30,21,194,864,245,30,21,194,890,259,32,27,200,905,266,32,35,199,931,266,32,35,199,946,279,34,40,205,960,279,34,40,205,984,333,34,49,250,1010,344,34,50,260,1021,356,35,53,268,1040
Somalia,0,0,0,0,5,0,0,0,0,10,0,0,0,0,17,0,0,0,0,22,0,0,0,0,30,0,0,0,0,44,0,0,0,0,47,0,0,0,0,54,1,0,0,1,65,1,0,0,1,78,1,0,0,1,91,1,0,0,1,96,1,0,0,1,106,1,0,0,1,124,1,0,0,1,143,1,0,0,1,158,1,0,0,1,170,1,0,0,1,182,2,0,0,2,194,3,0,0,3,216,3,0,0,3,230,3,0,0,3,248,3,0,0,3,262,5,0,1,4,283,5,0,1,4,296,5,0,1,4,306,7,0,1,6,315,7,0,1,6,332,7,0,1,6,349,7,0,1,6,357,8,0,1,7,372,12,1,1,10,403,12,1,1,10,417,21,1,1,19,441,21,1,1,19,576
Saint Pierre and Miquelon,0,0,0,0,7,0,0,0,0,14,0,0,0,0,19,0,0,0,0,27,0,0,0,0,32,0,0,0,0,40,0,0,0,0,45,0,0,0,0,57,0,0,0,0,64,0,0,0,0,70,0,0,0,0,81,0,0,0,0,82,0,0,0,0,96,0,0,0,0,104,0,0,0,0,113,0,0,0,0,117,0,0,0,0,122,0,0,0,0,129,0,0,0,0,139,0,0,0,0,148,0,0,0,0,160,0,0,0,0,172,0,0,0,0,180,0,0,0,0,183,0,0,0,0,200,0,0,0,0,207,0,0,0,0,224,0,0,0,0,237,0,0,0,0,250,0,0,0,0,264,0,0,0,0,281,0,0,0,0,294,0,0,0,0,299,0,0,0,0,315,0,0,0,0,327
Serbia,1,0,0,1,791,1,0,0,1,1566,5,0,0,5,2422,12,0,0,12,3462,19,0,0,19,4151,35,0,0,35,4758,46,0,0,46,5357,50,0,0,50,6138,57,0,1,56,6778,67,0,1,66,7505,85,0,1,84,8213,105,0,1,104,8852,137,1,1,135,9561,173,1,1,171,10234,224,2,1,221,10996,249,3,3,243,11681,303,3,15,285,12281,384,4,15,365,13018,455,2,0,453,13669,543,2,1,540,14459,750,11,1,738,15094,835,14,1,820,15826,879,17,1,861,16450,1012,17,6,989,17142,1185,29,10,1146,17904,1296,32,10,1254,18578,1602,40,10,1552,19203,1759,45,16,1698,19899,2053,52,23,1978,20597,2345,59,23,2263,21329,2617,65,24,2528,22057,2850,70,30,2750,22795,3051,71,30,2950,23366,3355,78,52,3225,23924,3663,81,58,3524,24603
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,2,0,0,2,0,3,0,0,3,0,4,0,0,4,0,4,0,0,4,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0,0,0,11,0,0,0,0,11,4,0,0,4,12,4,0,0,4,16,4,0,0,4,17,4,0,0,4,19,4,0,0,4,20,4,0,0,4,20
Suriname,0,0,0,0,27,0,0,0,0,49,0,0,0,0,88,0,0,0,0,120,0,0,0,0,158,0,0,0,0,199,1,0,0,1,246,1,0,0,1,280,1,0,0,1,316,1,0,0,1,351,1,0,0,1,393,1,0,0,1,429,4,0,0,4,463,4,0,0,4,500,5,0,0,5,538,5,0,0,5,571,7,0,0,7,598,8,0,0,8,643,8,0,0,8,693,8,0,0,8,746,8,0,0,8,788,8,0,0,8,810,8,0,0,8,838,9,0,0,9,872,10,0,0,10,908,10,0,0,10,950,10,1,0,9,983,10,1,0,9,1023,10,1,0,9,1056,10,1,0,9,1093,10,1,0,9,1143,10,1,3,6,1189,10,1,4,5,1216,10,1,4,5,1255,10,1,4,5,1319
Slovakia,3,0,0,3,192,3,0,0,3,369,7,0,0,7,526,10,0,0,10,691,16,0,0,16,839,32,0,0,32,977,44,0,0,44,1135,54,0,0,54,1300,63,0,0,63,1453,72,0,0,72,1611,105,1,0,104,1780,123,1,0,122,1924,137,1,0,136,2053,178,1,0,177,2199,185,1,7,177,2366,186,0,7,179,2511,204,0,7,197,2629,216,0,7,209,2765,226,0,2,224,2896,269,0,2,267,3031,292,0,2,290,3180,314,0,2,312,3309,336,0,7,329,3440,363,0,3,360,3598,400,1,3,396,3734,426,1,5,420,3859,450,1,10,439,4010,471,1,10,460,4121,485,1,10,474,4231,534,2,8,524,4371,581,2,13,566,4501,682,2,16,664,4644,701,2,23,676,4778,715,2,23,690,4891,728,2,23,703,5020
Slovenia,16,0,0,16,636,16,0,0,16,1251,31,0,0,31,1739,57,0,0,57,2356,89,0,0,89,2844,141,0,0,141,3113,181,1,0,180,3482,219,1,0,218,4098,253,1,0,252,4545,275,1,0,274,4994,275,1,0,274,5410,286,1,0,285,5826,341,1,0,340,6152,383,1,0,382,6530,414,2,0,412,6882,442,3,0,439,7261,480,4,3,473,7669,528,5,10,513,8011,562,6,10,546,8372,632,9,10,613,8742,684,9,10,665,9111,730,11,10,709,9523,756,11,10,735,9957,802,15,10,777,10303,841,15,10,816,10667,897,17,70,810,11080,934,20,70,844,11552,977,22,79,876,11973,997,28,79,890,12471,1021,30,102,889,12943,1059,36,102,921,13421,1091,40,120,931,13839,1124,43,128,953,14250,1160,45,137,978,14566,1188,50,148,990,14882
Sweden,203,0,0,203,3531,248,0,1,247,6475,355,0,1,354,9566,500,1,1,498,12875,599,1,1,597,15811,814,1,1,812,18398,961,2,1,958,21017,1022,3,1,1018,23766,1103,6,1,1096,26365,1190,7,1,1182,29130,1279,10,1,1268,31644,1439,11,16,1412,34031,1639,16,16,1607,36409,1763,20,16,1727,38672,1934,21,16,1897,41092,2046,25,16,2005,43498,2286,36,16,2234,45976,2526,62,16,2448,48596,2840,77,16,2747,51130,3069,105,16,2948,53740,3447,105,16,3326,56351,3700,110,16,3574,59245,4028,146,16,3866,62099,4435,180,16,4239,64785,4947,239,103,4605,67308,5568,308,103,5157,70014,6131,358,205,5568,72774,6443,373,205,5865,75461,6830,401,205,6224,78064,7206,477,205,6524,81179,7693,591,205,6897,84005,8419,687,205,7527,86793,9141,793,205,8143,89527,9685,870,381,8434,92235,10151,887,381,8883,94803
Eswatini,0,0,0,0,66,0,0,0,0,164,0,0,0,0,211,0,0,0,0,286,0,0,0,0,336,0,0,0,0,359,1,0,0,1,398,1,0,0,1,437,1,0,0,1,465,1,0,0,1,516,1,0,0,1,554,1,0,0,1,585,1,0,0,1,617,1,0,0,1,681,4,0,0,4,707,4,0,0,4,766,4,0,0,4,815,4,0,0,4,865,6,0,0,6,896,9,0,0,9,939,9,0,0,9,985,9,0,0,9,1024,9,0,0,9,1064,9,0,0,9,1107,9,0,0,9,1154,9,0,0,9,1202,9,0,0,9,1236,9,0,0,9,1289,9,0,0,9,1310,10,0,4,6,1367,10,0,4,6,1393,12,0,7,5,1438,12,0,7,5,1491,12,0,7,5,1518,12,0,7,5,1558
Sint Maarten (Dutch part),0,0,0,0,3,0,0,0,0,7,0,0,0,0,12,0,0,0,0,13,0,0,0,0,22,0,0,0,0,33,0,0,0,0,39,0,0,0,0,42,0,0,0,0,44,0,0,0,0,48,0,0,0,0,58,0,0,0,0,66,0,0,0,0,70,0,0,0,0,72,0,0,0,0,80,0,0,0,0,88,0,0,0,0,94,0,0,0,0,96,0,0,0,0,100,0,0,0,0,104,0,0,0,0,109,0,0,0,0,119,0,0,0,0,123,0,0,0,0,125,0,0,0,0,131,0,0,0,0,135,0,0,0,0,142,0,0,0,0,147,0,0,0,0,156,0,0,0,0,161,0,0,0,0,166,0,0,0,0,171,0,0,0,0,177,0,0,0,0,185,0,0,0,0,193
Seychelles,0,0,0,0,14,0,0,0,0,49,0,0,0,0,81,0,0,0,0,123,0,0,0,0,161,0,0,0,0,194,2,0,0,2,227,2,0,0,2,255,3,0,0,3,277,4,0,0,4,310,4,0,0,4,349,6,0,0,6,377,7,0,0,7,403,7,0,0,7,441,7,0,0,7,477,7,0,0,7,520,7,0,0,7,563,7,0,0,7,594,7,0,0,7,617,7,0,0,7,676,8,0,0,8,722,8,0,0,8,760,8,0,0,8,797,10,0,0,10,838,10,0,0,10,870,10,0,0,10,908,10,0,0,10,932,10,0,0,10,964,10,0,0,10,998,11,0,0,11,1026,11,0,0,11,1066,11,0,0,11,1104,11,0,0,11,1145,11,0,0,11,1178,11,0,0,11,1219
Syrian Arab Republic,0,0,0,0,18,0,0,0,0,41,0,0,0,0,60,0,0,0,0,83,0,0,0,0,126,0,0,0,0,151,0,0,0,0,180,0,0,0,0,204,0,0,0,0,227,0,0,0,0,271,0,0,0,0,289,0,0,0,0,313,0,0,0,0,326,0,0,0,0,354,1,0,0,1,380,1,0,0,1,413,1,0,0,1,443,5,0,0,5,508,5,0,0,5,532,5,0,0,5,560,5,0,0,5,626,9,1,0,8,647,10,2,0,8,667,10,2,0,8,700,10,2,0,8,730,16,2,0,14,751,16,2,0,14,772,16,2,2,12,794,19,2,2,15,817,19,2,2,15,839,19,2,3,14,863,19,2,4,13,895,19,2,4,13,914,19,2,4,13,934,25,2,5,18,962
Turks and Caicos Islands,0,0,0,0,22,0,0,0,0,37,0,0,0,0,48,0,0,0,0,79,0,0,0,0,136,0,0,0,0,162,0,0,0,0,185,0,0,0,0,214,0,0,0,0,240,0,0,0,0,264,0,0,0,0,279,0,0,0,0,300,0,0,0,0,312,0,0,0,0,329,0,0,0,0,344,0,0,0,0,388,0,0,0,0,427,0,0,0,0,450,0,0,0,0,473,0,0,0,0,485,0,0,0,0,512,0,0,0,0,534,0,0,0,0,560,0,0,0,0,578,0,0,0,0,596,0,0,0,0,616,0,0,0,0,648,0,0,0,0,669,0,0,0,0,693,0,0,0,0,722,0,0,0,0,740,0,0,0,0,766,0,0,0,0,791,0,0,0,0,811,0,0,0,0,834
Chad,0,0,0,0,111,0,0,0,0,210,0,0,0,0,314,0,0,0,0,431,0,0,0,0,536,0,0,0,0,642,0,0,0,0,737,0,0,0,0,833,0,0,0,0,950,0,0,0,0,1065,0,0,0,0,1172,1,0,0,1,1308,1,0,0,1,1421,1,0,0,1,1538,1,0,0,1,1652,1,0,0,1,1777,3,0,0,3,1900,3,0,0,3,2003,3,0,0,3,2143,3,0,0,3,2268,3,0,0,3,2381,3,0,0,3,2488,5,0,0,5,2596,7,0,0,7,2717,7,0,0,7,2833,8,0,0,8,2968,8,0,0,8,3084,9,0,0,9,3234,9,0,0,9,3360,9,0,0,9,3496,10,0,2,8,3635,10,0,2,8,3778,11,0,2,9,3925,11,0,2,9,4061,11,0,2,9,4203
Togo,1,0,0,1,65,1,0,0,1,149,1,0,0,1,227,1,0,0,1,336,1,0,0,1,440,1,0,0,1,519,1,0,0,1,587,1,0,0,1,684,1,0,0,1,817,1,0,0,1,1066,1,0,0,1,1260,1,0,0,1,1499,9,0,1,8,1803,16,0,1,15,2117,16,0,1,15,2326,18,0,0,18,2583,20,0,1,19,2838,23,0,1,22,3066,23,0,1,22,3262,25,1,1,23,3477,25,1,1,23,3671,25,1,1,23,3833,30,1,1,28,4047,34,1,10,23,4229,36,2,10,24,4452,39,2,17,20,4726,40,3,17,20,4972,41,3,17,21,5194,44,3,20,21,5365,58,3,23,32,5557,65,3,23,39,5793,70,3,23,44,6064,73,3,24,46,6264,76,3,25,48,6417,76,3,25,48,6594
Thailand,50,1,31,18,37734,50,1,31,18,66755,53,1,33,19,92532,59,1,34,24,131067,70,1,34,35,156632,75,1,35,39,177765,82,1,35,46,194057,114,1,35,78,212174,147,1,35,111,232220,177,1,41,135,250507,212,1,42,169,269152,272,1,42,229,286680,322,1,42,279,303521,411,1,42,368,324154,599,1,44,554,345243,721,1,52,668,367131,827,4,52,771,396484,934,4,70,860,419010,1045,4,88,953,439533,1136,5,97,1034,454963,1245,6,97,1142,468450,1388,7,97,1284,480934,1524,9,229,1286,493829,1651,10,342,1299,514905,1771,12,505,1254,532576,1875,15,505,1355,547066,1978,19,612,1347,560661,2067,20,674,1373,582484,2169,23,793,1353,601982,2220,26,793,1401,614889,2258,27,888,1343,625918,2369,30,888,1451,640577,2423,32,940,1451,652366,2473,33,1013,1427,663496,2518,35,1135,1348,677180
Tajikistan,0,0,0,0,3,0,0,0,0,11,0,0,0,0,20,0,0,0,0,26,0,0,0,0,30,0,0,0,0,38,0,0,0,0,41,0,0,0,0,55,0,0,0,0,69,0,0,0,0,85,0,0,0,0,98,0,0,0,0,106,0,0,0,0,121,0,0,0,0,129,0,0,0,0,147,0,0,0,0,167,0,0,0,0,175,0,0,0,0,181,0,0,0,0,186,0,0,0,0,194,0,0,0,0,207,0,0,0,0,209,0,0,0,0,220,0,0,0,0,224,0,0,0,0,232,0,0,0,0,237,0,0,0,0,243,0,0,0,0,258,0,0,0,0,260,0,0,0,0,277,0,0,0,0,285,0,0,0,0,289,0,0,0,0,294,0,0,0,0,303,0,0,0,0,311
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9
Turkmenistan,0,0,0,0,11,0,0,0,0,20,0,0,0,0,24,0,0,0,0,28,0,0,0,0,40,0,0,0,0,46,0,0,0,0,51,0,0,0,0,58,0,0,0,0,65,0,0,0,0,77,0,0,0,0,87,0,0,0,0,94,0,0,0,0,100,0,0,0,0,107,0,0,0,0,113,0,0,0,0,132,0,0,0,0,142,0,0,0,0,148,0,0,0,0,151,0,0,0,0,154,0,0,0,0,160,0,0,0,0,170,0,0,0,0,185,0,0,0,0,191,0,0,0,0,196,0,0,0,0,200,0,0,0,0,207,0,0,0,0,214,0,0,0,0,218,0,0,0,0,231,0,0,0,0,235,0,0,0,0,245,0,0,0,0,262,0,0,0,0,273,0,0,0,0,275
Timor-Leste,0,0,0,0,25,0,0,0,0,30,0,0,0,0,37,0,0,0,0,44,0,0,0,0,54,0,0,0,0,58,0,0,0,0,64,0,0,0,0,70,0,0,0,0,71,0,0,0,0,73,0,0,0,0,80,0,0,0,0,85,0,0,0,0,89,1,0,0,1,98,1,0,0,1,105,1,0,0,1,116,1,0,0,1,123,1,0,0,1,132,1,0,0,1,143,1,0,0,1,149,1,0,0,1,154,1,0,0,1,160,1,0,0,1,168,1,0,0,1,180,1,0,0,1,197,1,0,0,1,208,1,0,0,1,220,1,0,0,1,223,1,0,0,1,232,1,0,0,1,247,1,0,0,1,259,1,0,0,1,267,1,0,0,1,276,2,0,1,1,287,2,0,1,1,293
Tonga,0,0,0,0,44,0,0,0,0,71,0,0,0,0,92,0,0,0,0,123,0,0,0,0,146,0,0,0,0,180,0,0,0,0,221,0,0,0,0,257,0,0,0,0,295,0,0,0,0,337,0,0,0,0,384,0,0,0,0,425,0,0,0,0,459,0,0,0,0,498,0,0,0,0,555,0,0,0,0,615,0,0,0,0,683,0,0,0,0,721,0,0,0,0,769,0,0,0,0,814,0,0,0,0,872,0,0,0,0,948,0,0,0,0,1028,0,0,0,0,1079,0,0,0,0,1137,0,0,0,0,1195,0,0,0,0,1231,0,0,0,0,1311,0,0,0,0,1388,0,0,0,0,1483,0,0,0,0,1562,0,0,0,0,1704,0,0,0,0,1778,0,0,0,0,1903,0,0,0,0,2057
Trinidad and Tobago,0,0,0,0,392,0,0,0,0,740,0,0,0,0,1224,0,0,0,0,1773,0,0,0,0,2650,0,0,0,0,3295,2,0,0,2,4022,2,0,0,2,4521,4,0,0,4,5136,5,0,0,5,5764,7,0,0,7,6472,9,0,0,9,7098,9,0,0,9,7660,49,0,1,48,8203,50,0,1,49,8674,51,0,0,51,9138,57,0,0,57,9655,60,1,0,59,10248,65,1,0,64,10679,66,2,1,63,11123,74,3,1,70,11555,78,3,1,74,11888,82,3,1,78,12233,87,3,1,83,12585,90,5,1,84,12906,94,5,1,88,13339,98,6,1,91,13710,103,6,1,96,14094,104,7,1,96,14504,105,8,1,96,15131,107,8,1,98,15625,107,8,1,98,16106,109,8,1,100,16555,109,8,1,100,16927,112,8,12,92,17470
Tunisia,2,0,0,2,349,2,0,0,2,802,5,0,0,5,1178,7,0,0,7,1544,7,0,0,7,1870,16,0,0,16,2185,18,0,0,18,2518,18,0,0,18,2895,20,0,0,20,3317,24,0,0,24,3687,29,0,0,29,4028,39,1,0,38,4383,54,1,0,53,4710,60,1,0,59,5086,75,3,1,71,5474,89,3,1,85,5806,114,4,1,109,6197,173,5,2,166,6594,197,6,2,189,7004,227,6,2,219,7447,278,8,2,268,7869,312,8,2,302,8233,312,8,3,301,8556,394,10,3,381,8973,423,12,5,406,9302,455,14,5,436,9622,495,18,5,472,9953,553,18,5,530,10313,574,22,5,547,10625,596,22,5,569,10964,623,23,25,575,11346,628,24,25,579,11731,643,25,25,593,12040,671,25,25,621,12407,685,28,43,614,12730
Turkey,0,0,0,0,4102,0,0,0,0,8031,0,0,0,0,17154,1,0,0,1,29768,1,0,0,1,35369,5,0,0,5,40429,5,0,0,5,47430,6,0,0,6,56279,18,0,0,18,67460,47,1,0,46,77520,98,1,0,97,87567,192,3,0,189,96801,359,4,0,355,105481,670,9,0,661,115198,1236,30,0,1206,124993,1529,37,0,1492,134175,1872,44,0,1828,142059,2433,59,26,2348,150403,3629,75,26,3528,158430,5698,92,42,5564,168441,7402,108,70,7224,181842,9217,131,105,8981,193888,10827,168,162,10497,204067,13531,214,243,13074,212757,15679,277,333,15069,224550,18135,356,415,17364,235607,20921,425,484,20012,245384,23934,501,786,22647,256268,27069,574,1042,25453,268066,30217,649,1326,28242,278149,34109,725,1582,31802,286949,38226,812,1846,35568,296215,42282,908,2142,39232,306812,47029,1006,2423,43600,318325,52167,1101,2965,48101,328015
Tuvalu,0,0,0,0,11,0,0,0,0,18,0,0,0,0,26,0,0,0,0,40,0,0,0,0,51,0,0,0,0,63,0,0,0,0,73,0,0,0,0,77,0,0,0,0,84,0,0,0,0,91,0,0,0,0,101,0,0,0,0,104,0,0,0,0,108,0,0,0,0,122,0,0,0,0,127,0,0,0,0,132,0,0,0,0,139,0,0,0,0,169,0,0,0,0,195,0,0,0,0,217,0,0,0,0,246,0,0,0,0,266,0,0,0,0,301,0,0,0,0,311,0,0,0,0,317,0,0,0,0,319,0,0,0,0,327,0,0,0,0,337,0,0,0,0,340,0,0,0,0,351,0,0,0,0,356,0,0,0,0,365,0,0,0,0,398,0,0,0,0,413,0,0,0,0,472
